Id,Kind,Created at,Real money amount,Bonus amount,Confiscated bonus amount,Amount,Currency,Cash balance,Bonus balance,Converted amount,Confiscated amount,Balance
60123215,casino_wager,21 May 2025 14:27:35,-250.0,0.0,0.0,-250.0,EUR,2500.5216,0.0,0.0,0.0,2500.5216
60122961,casino_wager,21 May 2025 14:26:39,-750.0,0.0,0.0,-750.0,EUR,2750.5216,0.0,0.0,0.0,2750.5216
60122504,casino_result,21 May 2025 14:25:33,0.0,0.0,0.0,0.0,EUR,3500.5216,0.0,0.0,0.0,3500.5216
60122446,casino_result,21 May 2025 14:25:29,0.0,0.0,0.0,0.0,EUR,3500.5216,0.0,0.0,0.0,3500.5216
60122440,casino_result,21 May 2025 14:25:29,0.0,0.0,0.0,0.0,EUR,3500.5216,0.0,0.0,0.0,3500.5216
60122436,balance_reservation_release,21 May 2025 14:25:28,3500.3416,0.0,0.0,3500.3416,EUR,3500.5216,0.0,0.0,0.0,3500.5216
60122434,poolbet_withdrawal,21 May 2025 14:25:28,0.0,0.0,0.0,0.0,EUR,0.18,0.0,0.0,0.0,0.18
60122387,casino_wager,21 May 2025 14:25:22,-3.0,0.0,0.0,-3.0,EUR,0.18,0.0,0.0,0.0,0.18
60122303,casino_result,21 May 2025 14:25:02,1.76,0.0,0.0,1.76,EUR,3.18,0.0,0.0,0.0,3.18
60122301,casino_wager,21 May 2025 14:25:02,-4.8,0.0,0.0,-4.8,EUR,1.42,0.0,0.0,0.0,1.42
60122209,casino_result,21 May 2025 14:24:41,3.76,0.0,0.0,3.76,EUR,6.22,0.0,0.0,0.0,6.22
60122207,casino_wager,21 May 2025 14:24:40,-9.6,0.0,0.0,-9.6,EUR,2.46,0.0,0.0,0.0,2.46
60122078,casino_result,21 May 2025 14:24:24,2.24,0.0,0.0,2.24,EUR,12.06,0.0,0.0,0.0,12.06
60122075,casino_wager,21 May 2025 14:24:23,-9.6,0.0,0.0,-9.6,EUR,9.82,0.0,0.0,0.0,9.82
60121971,casino_result,21 May 2025 14:24:12,2.0,0.0,0.0,2.0,EUR,19.42,0.0,0.0,0.0,19.42
60121967,casino_wager,21 May 2025 14:24:12,-9.6,0.0,0.0,-9.6,EUR,17.42,0.0,0.0,0.0,17.42
60121929,casino_result,21 May 2025 14:24:08,1.6,0.0,0.0,1.6,EUR,27.02,0.0,0.0,0.0,27.02
60121925,casino_wager,21 May 2025 14:24:08,-9.6,0.0,0.0,-9.6,EUR,25.42,0.0,0.0,0.0,25.42
60121827,casino_result,21 May 2025 14:23:55,0.72,0.0,0.0,0.72,EUR,35.02,0.0,0.0,0.0,35.02
60121622,casino_wager,21 May 2025 14:23:19,-80.0,0.0,0.0,-80.0,EUR,34.3,0.0,0.0,0.0,34.3
60121603,casino_result,21 May 2025 14:23:15,90.0,0.0,0.0,90.0,EUR,114.3,0.0,0.0,0.0,114.3
60121349,casino_wager,21 May 2025 14:22:38,-200.0,0.0,0.0,-200.0,EUR,24.3,0.0,0.0,0.0,24.3
60121319,casino_result,21 May 2025 14:22:34,197.16,0.0,0.0,197.16,EUR,224.3,0.0,0.0,0.0,224.3
60120832,casino_wager,21 May 2025 14:21:40,-120.0,0.0,0.0,-120.0,EUR,27.14,0.0,0.0,0.0,27.14
60120813,casino_result,21 May 2025 14:21:37,114.4,0.0,0.0,114.4,EUR,147.14,0.0,0.0,0.0,147.14
60120419,casino_wager,21 May 2025 14:20:49,-80.0,0.0,0.0,-80.0,EUR,32.74,0.0,0.0,0.0,32.74
60120385,casino_result,21 May 2025 14:20:46,102.36,0.0,0.0,102.36,EUR,112.74,0.0,0.0,0.0,112.74
60120003,casino_wager,21 May 2025 14:19:57,-120.0,0.0,0.0,-120.0,EUR,10.38,0.0,0.0,0.0,10.38
60119890,casino_result,21 May 2025 14:19:39,78.02,0.0,0.0,78.02,EUR,130.38,0.0,0.0,0.0,130.38
60119370,casino_wager,21 May 2025 14:18:16,-133.8,0.0,0.0,-133.8,EUR,52.36,0.0,0.0,0.0,52.36
60119273,casino_result,21 May 2025 14:18:01,26.04,0.0,0.0,26.04,EUR,186.16,0.0,0.0,0.0,186.16
60119009,casino_wager,21 May 2025 14:17:23,-120.0,0.0,0.0,-120.0,EUR,160.12,0.0,0.0,0.0,160.12
60118932,casino_result,21 May 2025 14:17:10,50.84,0.0,0.0,50.84,EUR,280.12,0.0,0.0,0.0,280.12
60118609,casino_wager,21 May 2025 14:16:08,-100.0,0.0,0.0,-100.0,EUR,229.28,0.0,0.0,0.0,229.28
60118585,casino_result,21 May 2025 14:16:04,50.36,0.0,0.0,50.36,EUR,329.28,0.0,0.0,0.0,329.28
60118373,casino_wager,21 May 2025 14:15:25,-100.0,0.0,0.0,-100.0,EUR,278.92,0.0,0.0,0.0,278.92
60118286,casino_result,21 May 2025 14:15:09,44.58,0.0,0.0,44.58,EUR,378.92,0.0,0.0,0.0,378.92
60117714,casino_wager,21 May 2025 14:13:44,-80.0,0.0,0.0,-80.0,EUR,334.34,0.0,0.0,0.0,334.34
60117705,casino_result,21 May 2025 14:13:42,15.3,0.0,0.0,15.3,EUR,414.34,0.0,0.0,0.0,414.34
60117323,casino_wager,21 May 2025 14:12:35,-80.0,0.0,0.0,-80.0,EUR,399.04,0.0,0.0,0.0,399.04
60117156,casino_result,21 May 2025 14:12:09,45.5,0.0,0.0,45.5,EUR,479.04,0.0,0.0,0.0,479.04
60116941,casino_wager,21 May 2025 14:11:20,-100.0,0.0,0.0,-100.0,EUR,433.54,0.0,0.0,0.0,433.54
60116892,casino_result,21 May 2025 14:11:11,196.4,0.0,0.0,196.4,EUR,533.54,0.0,0.0,0.0,533.54
60116585,casino_wager,21 May 2025 14:09:56,-100.0,0.0,0.0,-100.0,EUR,337.14,0.0,0.0,0.0,337.14
60116553,casino_result,21 May 2025 14:09:49,45.66,0.0,0.0,45.66,EUR,437.14,0.0,0.0,0.0,437.14
60116349,casino_wager,21 May 2025 14:08:57,-100.0,0.0,0.0,-100.0,EUR,391.48,0.0,0.0,0.0,391.48
60116249,casino_result,21 May 2025 14:08:34,36.66,0.0,0.0,36.66,EUR,491.48,0.0,0.0,0.0,491.48
60115821,casino_wager,21 May 2025 14:07:05,-96.0,0.0,0.0,-96.0,EUR,454.82,0.0,0.0,0.0,454.82
60115751,casino_result,21 May 2025 14:06:52,0.0,0.0,0.0,0.0,EUR,550.82,0.0,0.0,0.0,550.82
60115744,casino_result,21 May 2025 14:06:50,13.16,0.0,0.0,13.16,EUR,550.82,0.0,0.0,0.0,550.82
60115494,casino_wager,21 May 2025 14:05:57,-100.0,0.0,0.0,-100.0,EUR,537.66,0.0,0.0,0.0,537.66
60115476,casino_result,21 May 2025 14:05:54,0.0,0.0,0.0,0.0,EUR,637.66,0.0,0.0,0.0,637.66
60115473,casino_result,21 May 2025 14:05:53,101.18,0.0,0.0,101.18,EUR,637.66,0.0,0.0,0.0,637.66
60115031,casino_wager,21 May 2025 14:04:38,-100.0,0.0,0.0,-100.0,EUR,536.48,0.0,0.0,0.0,536.48
60114921,casino_result,21 May 2025 14:04:25,0.0,0.0,0.0,0.0,EUR,636.48,0.0,0.0,0.0,636.48
60114916,casino_result,21 May 2025 14:04:24,8.1,0.0,0.0,8.1,EUR,636.48,0.0,0.0,0.0,636.48
60114512,casino_wager,21 May 2025 14:03:18,-90.0,0.0,0.0,-90.0,EUR,628.38,0.0,0.0,0.0,628.38
60114491,casino_result,21 May 2025 14:03:15,0.0,0.0,0.0,0.0,EUR,718.38,0.0,0.0,0.0,718.38
60114482,casino_result,21 May 2025 14:03:14,38.04,0.0,0.0,38.04,EUR,718.38,0.0,0.0,0.0,718.38
60113809,casino_wager,21 May 2025 14:01:14,-90.0,0.0,0.0,-90.0,EUR,680.34,0.0,0.0,0.0,680.34
60113754,casino_result,21 May 2025 14:00:55,4.4,0.0,0.0,4.4,EUR,770.34,0.0,0.0,0.0,770.34
60113639,casino_wager,21 May 2025 14:00:12,-80.0,0.0,0.0,-80.0,EUR,765.94,0.0,0.0,0.0,765.94
60113612,casino_result,21 May 2025 14:00:07,52.24,0.0,0.0,52.24,EUR,845.94,0.0,0.0,0.0,845.94
60113360,casino_wager,21 May 2025 13:59:06,-80.0,0.0,0.0,-80.0,EUR,793.7,0.0,0.0,0.0,793.7
60113330,casino_result,21 May 2025 13:59:00,21.56,0.0,0.0,21.56,EUR,873.7,0.0,0.0,0.0,873.7
60113139,casino_wager,21 May 2025 13:58:11,-80.0,0.0,0.0,-80.0,EUR,852.14,0.0,0.0,0.0,852.14
60113107,casino_result,21 May 2025 13:58:04,61.76,0.0,0.0,61.76,EUR,932.14,0.0,0.0,0.0,932.14
60112832,casino_wager,21 May 2025 13:57:18,-80.0,0.0,0.0,-80.0,EUR,870.38,0.0,0.0,0.0,870.38
60112752,casino_result,21 May 2025 13:57:05,0.0,0.0,0.0,0.0,EUR,950.38,0.0,0.0,0.0,950.38
60112745,casino_result,21 May 2025 13:57:04,8.6,0.0,0.0,8.6,EUR,950.38,0.0,0.0,0.0,950.38
60112520,casino_wager,21 May 2025 13:56:15,-100.0,0.0,0.0,-100.0,EUR,941.78,0.0,0.0,0.0,941.78
60112513,casino_result,21 May 2025 13:56:14,0.0,0.0,0.0,0.0,EUR,1041.78,0.0,0.0,0.0,1041.78
60112509,casino_result,21 May 2025 13:56:13,75.1,0.0,0.0,75.1,EUR,1041.78,0.0,0.0,0.0,1041.78
60112230,casino_wager,21 May 2025 13:55:12,-100.0,0.0,0.0,-100.0,EUR,966.68,0.0,0.0,0.0,966.68
60112219,casino_result,21 May 2025 13:55:10,0.0,0.0,0.0,0.0,EUR,1066.68,0.0,0.0,0.0,1066.68
60112211,casino_result,21 May 2025 13:55:09,75.1,0.0,0.0,75.1,EUR,1066.68,0.0,0.0,0.0,1066.68
60111766,casino_wager,21 May 2025 13:54:06,-100.0,0.0,0.0,-100.0,EUR,991.58,0.0,0.0,0.0,991.58
60111640,poolbet_deposit,21 May 2025 13:53:36,1091.58,0.0,0.0,1091.58,EUR,1091.58,0.0,0.0,0.0,1091.58
60111638,balance_reservation,21 May 2025 13:53:36,-3500.3416,0.0,0.0,-3500.3416,EUR,0.0,0.0,0.0,0.0,0.0
60110477,casino_wager,21 May 2025 13:50:16,-111.0,0.0,0.0,-111.0,EUR,3500.3416,0.0,0.0,0.0,3500.3416
60107912,casino_result,21 May 2025 13:42:45,250.0,0.0,0.0,250.0,EUR,3611.3416,0.0,0.0,0.0,3611.3416
60107908,casino_result,21 May 2025 13:42:45,750.0,0.0,0.0,750.0,EUR,3361.3416,0.0,0.0,0.0,3361.3416
60107899,balance_reservation_release,21 May 2025 13:42:42,2611.3416,0.0,0.0,2611.3416,EUR,2611.3416,0.0,0.0,0.0,2611.3416
60107897,poolbet_withdrawal,21 May 2025 13:42:42,-1741.11,0.0,0.0,-1741.11,EUR,0.0,0.0,0.0,0.0,0.0
60107825,poolbet_deposit,21 May 2025 13:42:13,1741.11,0.0,0.0,1741.11,EUR,1741.11,0.0,0.0,0.0,1741.11
60107824,balance_reservation,21 May 2025 13:42:13,-2611.3416,0.0,0.0,-2611.3416,EUR,0.0,0.0,0.0,0.0,0.0
60105139,casino_result,21 May 2025 13:34:14,451.4603,0.0,0.0,451.4603,EUR,2611.3416,0.0,0.0,0.0,2611.3416
60105138,casino_result,21 May 2025 13:34:14,193.4829,0.0,0.0,193.4829,EUR,2159.8813,0.0,0.0,0.0,2159.8813
60105130,balance_reservation_release,21 May 2025 13:34:11,1948.3949,0.0,0.0,1948.3949,EUR,1966.3984,0.0,0.0,0.0,1966.3984
60105129,poolbet_withdrawal,21 May 2025 13:34:10,-1456.1548,0.0,0.0,-1456.1548,EUR,18.0035,0.0,0.0,0.0,18.0035
60105109,admin_deposit,21 May 2025 13:34:05,20.0,0.0,0.0,20.0,EUR,1474.1583,0.0,0.0,0.0,1474.1583
60104311,casino_result,21 May 2025 13:30:32,14.46,0.0,0.0,14.46,EUR,1454.1583,0.0,0.0,0.0,1454.1583
60104177,casino_wager,21 May 2025 13:29:53,-120.0,0.0,0.0,-120.0,EUR,1439.6983,0.0,0.0,0.0,1439.6983
60104169,casino_result,21 May 2025 13:29:51,79.02,0.0,0.0,79.02,EUR,1559.6983,0.0,0.0,0.0,1559.6983
60104027,casino_wager,21 May 2025 13:29:04,-120.0,0.0,0.0,-120.0,EUR,1480.6783,0.0,0.0,0.0,1480.6783
60103990,casino_result,21 May 2025 13:28:54,0.0,0.0,0.0,0.0,EUR,1600.6783,0.0,0.0,0.0,1600.6783
60103985,casino_wager,21 May 2025 13:28:53,-1.5,0.0,0.0,-1.5,EUR,1600.6783,0.0,0.0,0.0,1600.6783
60103967,casino_result,21 May 2025 13:28:47,0.0,0.0,0.0,0.0,EUR,1602.1783,0.0,0.0,0.0,1602.1783
60103964,casino_result,21 May 2025 13:28:46,206.85,0.0,0.0,206.85,EUR,1602.1783,0.0,0.0,0.0,1602.1783
60103725,casino_wager,21 May 2025 13:27:45,-1.5,0.0,0.0,-1.5,EUR,1395.3283,0.0,0.0,0.0,1395.3283
60103719,casino_result,21 May 2025 13:27:44,14.4,0.0,0.0,14.4,EUR,1396.8283,0.0,0.0,0.0,1396.8283
60103703,casino_wager,21 May 2025 13:27:39,-1.5,0.0,0.0,-1.5,EUR,1382.4283,0.0,0.0,0.0,1382.4283
60103700,casino_result,21 May 2025 13:27:38,10.5,0.0,0.0,10.5,EUR,1383.9283,0.0,0.0,0.0,1383.9283
60103376,casino_result,21 May 2025 13:26:36,0.0,0.0,0.0,0.0,EUR,1373.4283,0.0,0.0,0.0,1373.4283
60103369,casino_wager,21 May 2025 13:26:35,-2.1,0.0,0.0,-2.1,EUR,1373.4283,0.0,0.0,0.0,1373.4283
60103342,casino_result,21 May 2025 13:26:28,0.0,0.0,0.0,0.0,EUR,1375.5283,0.0,0.0,0.0,1375.5283
60103339,casino_result,21 May 2025 13:26:27,125.79,0.0,0.0,125.79,EUR,1375.5283,0.0,0.0,0.0,1375.5283
60103106,casino_wager,21 May 2025 13:25:28,-1.5,0.0,0.0,-1.5,EUR,1249.7383,0.0,0.0,0.0,1249.7383
60103102,casino_result,21 May 2025 13:25:26,2.55,0.0,0.0,2.55,EUR,1251.2383,0.0,0.0,0.0,1251.2383
60102887,casino_result,21 May 2025 13:24:31,0.0,0.0,0.0,0.0,EUR,1248.6883,0.0,0.0,0.0,1248.6883
60102882,casino_wager,21 May 2025 13:24:30,-1.4,0.0,0.0,-1.4,EUR,1248.6883,0.0,0.0,0.0,1248.6883
60102870,casino_result,21 May 2025 13:24:25,0.0,0.0,0.0,0.0,EUR,1250.0883,0.0,0.0,0.0,1250.0883
60102869,casino_result,21 May 2025 13:24:25,79.66,0.0,0.0,79.66,EUR,1250.0883,0.0,0.0,0.0,1250.0883
60102780,casino_result,21 May 2025 13:23:32,0.0,0.0,0.0,0.0,EUR,1170.4283,0.0,0.0,0.0,1170.4283
60102778,casino_wager,21 May 2025 13:23:31,-1.4,0.0,0.0,-1.4,EUR,1170.4283,0.0,0.0,0.0,1170.4283
60102776,casino_result,21 May 2025 13:23:31,0.0,0.0,0.0,0.0,EUR,1171.8283,0.0,0.0,0.0,1171.8283
60102775,casino_result,21 May 2025 13:23:29,1.26,0.0,0.0,1.26,EUR,1171.8283,0.0,0.0,0.0,1171.8283
60102774,casino_wager,21 May 2025 13:23:29,-1.4,0.0,0.0,-1.4,EUR,1170.5683,0.0,0.0,0.0,1170.5683
60102766,casino_result,21 May 2025 13:23:25,0.0,0.0,0.0,0.0,EUR,1171.9683,0.0,0.0,0.0,1171.9683
60102765,casino_result,21 May 2025 13:23:25,39.83,0.0,0.0,39.83,EUR,1171.9683,0.0,0.0,0.0,1171.9683
60102693,casino_wager,21 May 2025 13:22:37,-1.5,0.0,0.0,-1.5,EUR,1132.1383,0.0,0.0,0.0,1132.1383
60102686,casino_result,21 May 2025 13:22:34,7.95,0.0,0.0,7.95,EUR,1133.6383,0.0,0.0,0.0,1133.6383
60102457,casino_result,21 May 2025 13:21:55,0.0,0.0,0.0,0.0,EUR,1125.6883,0.0,0.0,0.0,1125.6883
60102447,casino_wager,21 May 2025 13:21:54,-1.6,0.0,0.0,-1.6,EUR,1125.6883,0.0,0.0,0.0,1125.6883
60102413,casino_result,21 May 2025 13:21:49,0.0,0.0,0.0,0.0,EUR,1127.2883,0.0,0.0,0.0,1127.2883
60102409,casino_result,21 May 2025 13:21:48,65.76,0.0,0.0,65.76,EUR,1127.2883,0.0,0.0,0.0,1127.2883
60102119,casino_result,21 May 2025 13:20:55,0.0,0.0,0.0,0.0,EUR,1061.5283,0.0,0.0,0.0,1061.5283
60102114,casino_wager,21 May 2025 13:20:54,-1.4,0.0,0.0,-1.4,EUR,1061.5283,0.0,0.0,0.0,1061.5283
60102081,casino_result,21 May 2025 13:20:49,0.0,0.0,0.0,0.0,EUR,1062.9283,0.0,0.0,0.0,1062.9283
60102075,casino_result,21 May 2025 13:20:48,75.46,0.0,0.0,75.46,EUR,1062.9283,0.0,0.0,0.0,1062.9283
60101718,casino_wager,21 May 2025 13:19:45,-2.5,0.0,0.0,-2.5,EUR,987.4683,0.0,0.0,0.0,987.4683
60101715,casino_result,21 May 2025 13:19:44,17.5,0.0,0.0,17.5,EUR,989.9683,0.0,0.0,0.0,989.9683
60101237,casino_result,21 May 2025 13:17:28,0.0,0.0,0.0,0.0,EUR,972.4683,0.0,0.0,0.0,972.4683
60101232,casino_result,21 May 2025 13:17:27,6.16,0.0,0.0,6.16,EUR,972.4683,0.0,0.0,0.0,972.4683
60101201,casino_wager,21 May 2025 13:17:12,-1.4,0.0,0.0,-1.4,EUR,966.3083,0.0,0.0,0.0,966.3083
60101183,casino_result,21 May 2025 13:17:07,0.0,0.0,0.0,0.0,EUR,967.7083,0.0,0.0,0.0,967.7083
60101180,casino_result,21 May 2025 13:17:06,51.94,0.0,0.0,51.94,EUR,967.7083,0.0,0.0,0.0,967.7083
60101099,casino_result,21 May 2025 13:16:27,0.0,0.0,0.0,0.0,EUR,915.7683,0.0,0.0,0.0,915.7683
60101097,casino_wager,21 May 2025 13:16:27,-1.4,0.0,0.0,-1.4,EUR,915.7683,0.0,0.0,0.0,915.7683
60101096,casino_result,21 May 2025 13:16:25,19.88,0.0,0.0,19.88,EUR,917.1683,0.0,0.0,0.0,917.1683
60100956,casino_result,21 May 2025 13:15:11,0.0,0.0,0.0,0.0,EUR,897.2883,0.0,0.0,0.0,897.2883
60100952,casino_wager,21 May 2025 13:15:10,-1.4,0.0,0.0,-1.4,EUR,897.2883,0.0,0.0,0.0,897.2883
60100926,casino_result,21 May 2025 13:15:00,10.64,0.0,0.0,10.64,EUR,898.6883,0.0,0.0,0.0,898.6883
60100727,casino_result,21 May 2025 13:13:45,0.0,0.0,0.0,0.0,EUR,888.0483,0.0,0.0,0.0,888.0483
60100726,casino_wager,21 May 2025 13:13:45,-3.2,0.0,0.0,-3.2,EUR,888.0483,0.0,0.0,0.0,888.0483
60100722,casino_result,21 May 2025 13:13:43,108.48,0.0,0.0,108.48,EUR,891.2483,0.0,0.0,0.0,891.2483
60100415,casino_result,21 May 2025 13:11:57,0.0,0.0,0.0,0.0,EUR,782.7683,0.0,0.0,0.0,782.7683
60100410,casino_wager,21 May 2025 13:11:56,-1.5,0.0,0.0,-1.5,EUR,782.7683,0.0,0.0,0.0,782.7683
60100395,casino_result,21 May 2025 13:11:51,0.0,0.0,0.0,0.0,EUR,784.2683,0.0,0.0,0.0,784.2683
60100390,casino_result,21 May 2025 13:11:49,470.76,0.0,0.0,470.76,EUR,784.2683,0.0,0.0,0.0,784.2683
60100080,casino_result,21 May 2025 13:09:46,0.0,0.0,0.0,0.0,EUR,313.5083,0.0,0.0,0.0,313.5083
60100079,casino_wager,21 May 2025 13:09:46,-1.4,0.0,0.0,-1.4,EUR,313.5083,0.0,0.0,0.0,313.5083
60100068,casino_result,21 May 2025 13:09:41,45.22,0.0,0.0,45.22,EUR,314.9083,0.0,0.0,0.0,314.9083
60099987,casino_result,21 May 2025 13:08:51,0.0,0.0,0.0,0.0,EUR,269.6883,0.0,0.0,0.0,269.6883
60099986,casino_wager,21 May 2025 13:08:51,-1.4,0.0,0.0,-1.4,EUR,269.6883,0.0,0.0,0.0,269.6883
60099977,casino_result,21 May 2025 13:08:46,23.38,0.0,0.0,23.38,EUR,271.0883,0.0,0.0,0.0,271.0883
60099772,casino_result,21 May 2025 13:07:32,0.0,0.0,0.0,0.0,EUR,247.7083,0.0,0.0,0.0,247.7083
60099765,casino_result,21 May 2025 13:07:30,0.7,0.0,0.0,0.7,EUR,247.7083,0.0,0.0,0.0,247.7083
60099762,casino_wager,21 May 2025 13:07:28,-1.4,0.0,0.0,-1.4,EUR,247.0083,0.0,0.0,0.0,247.0083
60099755,casino_result,21 May 2025 13:07:23,0.0,0.0,0.0,0.0,EUR,248.4083,0.0,0.0,0.0,248.4083
60099751,casino_result,21 May 2025 13:07:22,248.36,0.0,0.0,248.36,EUR,248.4083,0.0,0.0,0.0,248.4083
60099520,casino_wager,21 May 2025 13:05:10,-0.5,0.0,0.0,-0.5,EUR,0.0483,0.0,0.0,0.0,0.0483
60099518,casino_result,21 May 2025 13:05:10,0.49,0.0,0.0,0.49,EUR,0.5483,0.0,0.0,0.0,0.5483
60099510,casino_wager,21 May 2025 13:05:05,-0.7,0.0,0.0,-0.7,EUR,0.0583,0.0,0.0,0.0,0.0583
60099506,casino_wager,21 May 2025 13:05:03,-1.5,0.0,0.0,-1.5,EUR,0.7583,0.0,0.0,0.0,0.7583
60099505,casino_result,21 May 2025 13:05:03,0.0,0.0,0.0,0.0,EUR,2.2583,0.0,0.0,0.0,2.2583
60099504,casino_wager,21 May 2025 13:05:03,-1.4,0.0,0.0,-1.4,EUR,2.2583,0.0,0.0,0.0,2.2583
60099503,casino_result,21 May 2025 13:05:03,0.0,0.0,0.0,0.0,EUR,3.6583,0.0,0.0,0.0,3.6583
60099502,casino_wager,21 May 2025 13:05:03,-1.4,0.0,0.0,-1.4,EUR,3.6583,0.0,0.0,0.0,3.6583
60099500,casino_result,21 May 2025 13:05:02,0.0,0.0,0.0,0.0,EUR,5.0583,0.0,0.0,0.0,5.0583
60099499,casino_wager,21 May 2025 13:05:02,-1.4,0.0,0.0,-1.4,EUR,5.0583,0.0,0.0,0.0,5.0583
60099497,casino_result,21 May 2025 13:05:02,0.0,0.0,0.0,0.0,EUR,6.4583,0.0,0.0,0.0,6.4583
60099495,casino_wager,21 May 2025 13:05:02,-1.4,0.0,0.0,-1.4,EUR,6.4583,0.0,0.0,0.0,6.4583
60099493,casino_wager,21 May 2025 13:05:01,-1.5,0.0,0.0,-1.5,EUR,7.8583,0.0,0.0,0.0,7.8583
60099492,casino_result,21 May 2025 13:05:01,0.0,0.0,0.0,0.0,EUR,9.3583,0.0,0.0,0.0,9.3583
60099491,casino_wager,21 May 2025 13:05:01,-1.4,0.0,0.0,-1.4,EUR,9.3583,0.0,0.0,0.0,9.3583
60099490,casino_result,21 May 2025 13:05:01,10.5,0.0,0.0,10.5,EUR,10.7583,0.0,0.0,0.0,10.7583
60099489,casino_result,21 May 2025 13:05:01,0.0,0.0,0.0,0.0,EUR,0.2583,0.0,0.0,0.0,0.2583
60099487,casino_wager,21 May 2025 13:05:00,-1.4,0.0,0.0,-1.4,EUR,0.2583,0.0,0.0,0.0,0.2583
60099484,casino_result,21 May 2025 13:05:00,0.0,0.0,0.0,0.0,EUR,1.6583,0.0,0.0,0.0,1.6583
60099483,casino_result,21 May 2025 13:05:00,0.0,0.0,0.0,0.0,EUR,1.6583,0.0,0.0,0.0,1.6583
60099482,casino_wager,21 May 2025 13:05:00,-1.4,0.0,0.0,-1.4,EUR,1.6583,0.0,0.0,0.0,1.6583
60099481,casino_result,21 May 2025 13:05:00,2.1,0.0,0.0,2.1,EUR,3.0583,0.0,0.0,0.0,3.0583
60099479,casino_result,21 May 2025 13:04:59,0.0,0.0,0.0,0.0,EUR,0.9583,0.0,0.0,0.0,0.9583
60099478,casino_result,21 May 2025 13:04:59,0.0,0.0,0.0,0.0,EUR,0.9583,0.0,0.0,0.0,0.9583
60099477,casino_wager,21 May 2025 13:04:59,-1.4,0.0,0.0,-1.4,EUR,0.9583,0.0,0.0,0.0,0.9583
60099475,casino_wager,21 May 2025 13:04:58,-1.4,0.0,0.0,-1.4,EUR,2.3583,0.0,0.0,0.0,2.3583
60099474,casino_result,21 May 2025 13:04:58,0.0,0.0,0.0,0.0,EUR,3.7583,0.0,0.0,0.0,3.7583
60099473,casino_wager,21 May 2025 13:04:58,-1.4,0.0,0.0,-1.4,EUR,3.7583,0.0,0.0,0.0,3.7583
60099471,casino_result,21 May 2025 13:04:58,0.0,0.0,0.0,0.0,EUR,5.1583,0.0,0.0,0.0,5.1583
60099470,casino_result,21 May 2025 13:04:58,0.0,0.0,0.0,0.0,EUR,5.1583,0.0,0.0,0.0,5.1583
60099468,casino_wager,21 May 2025 13:04:58,-1.4,0.0,0.0,-1.4,EUR,5.1583,0.0,0.0,0.0,5.1583
60099466,casino_wager,21 May 2025 13:04:58,-1.4,0.0,0.0,-1.4,EUR,6.5583,0.0,0.0,0.0,6.5583
60099462,casino_result,21 May 2025 13:04:57,0.0,0.0,0.0,0.0,EUR,7.9583,0.0,0.0,0.0,7.9583
60099461,casino_wager,21 May 2025 13:04:57,-1.4,0.0,0.0,-1.4,EUR,7.9583,0.0,0.0,0.0,7.9583
60099460,casino_wager,21 May 2025 13:04:57,-1.4,0.0,0.0,-1.4,EUR,9.3583,0.0,0.0,0.0,9.3583
60099459,casino_result,21 May 2025 13:04:57,0.0,0.0,0.0,0.0,EUR,10.7583,0.0,0.0,0.0,10.7583
60099458,casino_result,21 May 2025 13:04:57,0.0,0.0,0.0,0.0,EUR,10.7583,0.0,0.0,0.0,10.7583
60099457,casino_result,21 May 2025 13:04:57,0.0,0.0,0.0,0.0,EUR,10.7583,0.0,0.0,0.0,10.7583
60099455,casino_wager,21 May 2025 13:04:57,-1.4,0.0,0.0,-1.4,EUR,10.7583,0.0,0.0,0.0,10.7583
60099454,casino_wager,21 May 2025 13:04:57,-1.4,0.0,0.0,-1.4,EUR,12.1583,0.0,0.0,0.0,12.1583
60099453,casino_wager,21 May 2025 13:04:56,-1.4,0.0,0.0,-1.4,EUR,13.5583,0.0,0.0,0.0,13.5583
60099452,casino_result,21 May 2025 13:04:56,0.0,0.0,0.0,0.0,EUR,14.9583,0.0,0.0,0.0,14.9583
60099451,casino_wager,21 May 2025 13:04:56,-1.4,0.0,0.0,-1.4,EUR,14.9583,0.0,0.0,0.0,14.9583
60099450,casino_result,21 May 2025 13:04:56,0.0,0.0,0.0,0.0,EUR,16.3583,0.0,0.0,0.0,16.3583
60099449,casino_result,21 May 2025 13:04:56,0.0,0.0,0.0,0.0,EUR,16.3583,0.0,0.0,0.0,16.3583
60099448,casino_result,21 May 2025 13:04:56,3.57,0.0,0.0,3.57,EUR,16.3583,0.0,0.0,0.0,16.3583
60099446,casino_result,21 May 2025 13:04:55,0.0,0.0,0.0,0.0,EUR,12.7883,0.0,0.0,0.0,12.7883
60099445,casino_wager,21 May 2025 13:04:55,-1.4,0.0,0.0,-1.4,EUR,12.7883,0.0,0.0,0.0,12.7883
60099444,casino_wager,21 May 2025 13:04:55,-1.4,0.0,0.0,-1.4,EUR,14.1883,0.0,0.0,0.0,14.1883
60099442,casino_result,21 May 2025 13:04:55,1.4,0.0,0.0,1.4,EUR,15.5883,0.0,0.0,0.0,15.5883
60099441,casino_wager,21 May 2025 13:04:55,-1.4,0.0,0.0,-1.4,EUR,14.1883,0.0,0.0,0.0,14.1883
